id,x,y
4,-6.97878,2.72724
4,-6.97592,2.73277
4,-6.98272,2.73741
4,-7.00359,2.74178
4,-7.0206,2.74563
4,-7.02723,2.74517
4,-7.03797,2.73651
4,-7.04611,2.73198
4,-7.05266,2.73065
4,-7.07208,2.73007
4,-7.09221,2.72944
4,-7.11221,2.72915
4,-7.132,2.73146
4,-7.15409,2.73838
4,-7.16098,2.74115
4,-7.21272,2.75124
4,-7.23372,2.75478
4,-7.25706,2.75803
4,-7.26622,2.76023
4,-7.27288,2.76231
4,-7.28162,2.76493
4,-7.30527,2.77204
4,-7.30664,2.77233
4,-7.31153,2.77373
4,-7.32766,2.77495
4,-7.32976,2.77503
5,-6.80004,2.30637
5,-6.80058,2.32548
5,-6.80123,2.33761
5,-6.80224,2.36753
5,-6.80231,2.36832
5,-6.80249,2.36854
5,-6.8026,2.37256
5,-6.80333,2.39581
5,-6.80377,2.4121
5,-6.80465,2.43954
5,-6.80485,2.45153
5,-6.80452,2.45396
5,-6.80519,2.46659
5,-6.80658,2.5083
5,-6.80683,2.5189
5,-6.80759,2.53057
5,-6.80752,2.5373
5,-6.80804,2.54029
5,-6.81677,2.54303
5,-6.83159,2.54566
5,-6.83969,2.5472
5,-6.87618,2.55378
5,-6.90279,2.55799
5,-6.90304,2.55841
5,-6.91837,2.56073
5,-6.93944,2.56537
5,-6.95449,2.56826
5,-6.9547,2.57855
5,-6.95391,2.58429
5,-6.95272,2.59018
5,-6.94906,2.59646
5,-6.93968,2.60484
5,-6.93261,2.61094
5,-6.92672,2.61832
5,-6.92469,2.62673
5,-6.92604,2.63366
5,-6.93084,2.64133
5,-6.93589,2.64581
5,-6.94297,2.65039
5,-6.94907,2.65433
5,-6.96411,2.66398
5,-6.97417,2.67288
5,-6.97825,2.68319
5,-6.97423,2.69741
5,-6.97138,2.70326
5,-6.97139,2.7104
5,-6.97423,2.71573
5,-6.97766,2.72029
5,-6.98143,2.72543
5,-6.97866,2.72896
5,-6.9769,2.73193
5,-6.97793,2.73532
5,-6.98204,2.73777
5,-6.9914,2.73906
5,-7.01069,2.7432
5,-7.02087,2.7458
5,-7.02692,2.74558
5,-7.03714,2.73809
5,-7.04613,2.73288
5,-7.05297,2.73118
5,-7.10637,2.73015
5,-7.11582,2.73026
5,-7.12643,2.73135
5,-7.13963,2.73399
5,-7.15355,2.73904
5,-7.16649,2.74332
5,-7.18151,2.74646
5,-7.20265,2.75114
5,-7.21514,2.75261
5,-7.25358,2.75778
5,-7.26509,2.76059
5,-7.2853,2.76666
5,-7.29399,2.76939
5,-7.30288,2.77199
5,-7.30772,2.77313
5,-7.3126,2.77466
5,-7.32379,2.77567
5,-7.33051,2.77556
6,-6.80033,2.30805
6,-6.80117,2.34208
6,-6.80229,2.36744
6,-6.80316,2.37987
6,-6.80394,2.4107
6,-6.80422,2.42068
6,-6.80471,2.44318
6,-6.80701,2.51528
6,-6.80742,2.52252
6,-6.80774,2.52845
6,-6.80784,2.53256
6,-6.80791,2.53609
6,-6.80746,2.53655
6,-6.80791,2.53778
6,-6.81256,2.54214
6,-6.82949,2.5453
6,-6.84064,2.54714
6,-6.84719,2.54766
6,-6.85837,2.55001
6,-6.8601,2.55053
6,-6.86542,2.55205
6,-6.87384,2.55364
6,-6.89878,2.55763
6,-6.9066,2.55892
6,-6.92372,2.56186
6,-6.93027,2.56298
6,-6.95432,2.56794
6,-6.95576,2.57154
6,-6.95455,2.58082
6,-6.95285,2.59
6,-6.9377,2.60676
6,-6.9258,2.62184
6,-6.92855,2.63854
6,-6.95753,2.65997
6,-6.97248,2.6711
6,-6.97835,2.68251
6,-6.97438,2.69742
6,-6.97114,2.70451
6,-6.97102,2.70993
6,-6.97984,2.72432
6,-6.97591,2.73283
6,-6.98068,2.73758
6,-7.0194,2.74654
6,-7.02724,2.74591
6,-7.03734,2.73779
6,-7.04805,2.73233
6,-7.09094,2.73118
6,-7.10948,2.73112
6,-7.12489,2.73192
6,-7.13501,2.73298
6,-7.14547,2.73617
6,-7.16225,2.74232
6,-7.18816,2.74743
6,-7.20931,2.75178
6,-7.22264,2.75394
6,-7.24104,2.75658
6,-7.25542,2.75819
6,-7.27243,2.7623
6,-7.29086,2.76781
6,-7.3091,2.77358
6,-7.32944,2.77548
7,-6.80081,2.30812
7,-6.8009,2.31562
7,-6.80271,2.36675
7,-6.80419,2.42988
7,-6.80455,2.44993
7,-6.80536,2.46927
7,-6.80685,2.51351
7,-6.80696,2.52112
7,-6.80785,2.53648
7,-6.80766,2.53724
7,-6.81784,2.54244
7,-6.82148,2.54312
7,-6.83152,2.54501
7,-6.84243,2.54679
7,-6.85253,2.54873
7,-6.85444,2.54916
7,-6.85475,2.54942
7,-6.87465,2.55329
7,-6.92583,2.56155
7,-6.95304,2.56703
7,-6.95372,2.58539
7,-6.93447,2.60839
7,-6.92527,2.62329
7,-6.92819,2.63633
7,-6.95988,2.66053
7,-6.97359,2.67157
7,-6.97767,2.68144
7,-6.97021,2.70245
7,-6.98012,2.72459
7,-6.97919,2.72706
7,-6.9757,2.73152
7,-6.97955,2.73654
7,-7.00614,2.74387
7,-7.0161,2.74631
7,-7.02499,2.74657
7,-7.03751,2.73814
7,-7.04455,2.73332
7,-7.05368,2.73137
7,-7.08053,2.73037
7,-7.09413,2.73002
7,-7.10633,2.72967
7,-7.11898,2.73013
7,-7.13373,2.73176
7,-7.14902,2.73595
7,-7.162,2.74146
7,-7.18852,2.74746
7,-7.19976,2.75014
7,-7.20933,2.75163
7,-7.22186,2.75301
7,-7.2479,2.75619
7,-7.25674,2.75745
7,-7.26983,2.76052
7,-7.29704,2.76889
7,-7.30201,2.77086
7,-7.30688,2.77218
7,-7.31358,2.77395
7,-7.32699,2.77446
7,-7.33024,2.77449
8,-6.79953,2.30875
8,-6.79972,2.31927
8,-6.80106,2.3552
8,-6.80174,2.36665
8,-6.80117,2.37344
8,-6.80231,2.39302
8,-6.80344,2.41744
8,-6.80311,2.41976
8,-6.80255,2.42744
8,-6.80335,2.44819
8,-6.80568,2.49119
8,-6.80701,2.51625
8,-6.80765,2.52643
8,-6.80808,2.53211
8,-6.80813,2.53795
8,-6.81318,2.54195
8,-6.81769,2.54249
8,-6.81945,2.54273
8,-6.83118,2.54494
8,-6.83742,2.54584
8,-6.84135,2.54641
8,-6.84595,2.54864
8,-6.84499,2.54821
8,-6.84485,2.54796
8,-6.85332,2.54934
8,-6.87709,2.55377
8,-6.88713,2.55547
8,-6.89381,2.55631
8,-6.90311,2.55799
8,-6.92966,2.56272
8,-6.93832,2.56439
8,-6.94745,2.56617
8,-6.95451,2.56755
8,-6.95629,2.57323
8,-6.95579,2.58214
8,-6.9543,2.5911
8,-6.93531,2.60982
8,-6.92304,2.62304
8,-6.92661,2.63925
8,-6.93786,2.64975
8,-6.9526,2.65769
8,-6.9707,2.6693
8,-6.97648,2.68049
8,-6.97119,2.70486
8,-6.97929,2.72444
8,-6.97907,2.72778
8,-6.97559,2.73215
8,-6.9787,2.73673
8,-7.00565,2.7432
8,-7.02102,2.74646
8,-7.02777,2.746
8,-7.031,2.74431
8,-7.03598,2.74036
8,-7.04784,2.73356
8,-7.06958,2.72981
8,-7.08943,2.72876
8,-7.11259,2.72863
8,-7.13269,2.73072
8,-7.15255,2.73663
8,-7.16382,2.7406
8,-7.17474,2.74332
8,-7.18596,2.74623
8,-7.20038,2.74963
8,-7.21896,2.75343
8,-7.23092,2.7555
8,-7.24482,2.75661
8,-7.25865,2.7579
8,-7.27561,2.76172
8,-7.28299,2.76358
8,-7.30314,2.7703
8,-7.30886,2.7727
8,-7.31502,2.77473
8,-7.32409,2.77542
8,-7.33181,2.77491
9,-6.79973,2.30844
9,-6.79992,2.31847
9,-6.80072,2.33928
9,-6.80159,2.36782
9,-6.80148,2.36886
9,-6.80169,2.37833
9,-6.80222,2.38745
9,-6.80281,2.39681
9,-6.80394,2.45334
9,-6.80393,2.4538
9,-6.80405,2.45663
9,-6.8043,2.47492
9,-6.80554,2.50818
9,-6.80667,2.52544
9,-6.80784,2.53867
9,-6.80779,2.53979
9,-6.80873,2.54197
9,-6.83502,2.54597
9,-6.85105,2.54913
9,-6.86275,2.55137
9,-6.87288,2.5535
9,-6.87981,2.55477
9,-6.89709,2.55753
9,-6.898,2.55823
9,-6.9094,2.55996
9,-6.92791,2.56194
9,-6.93683,2.56358
9,-6.95354,2.56732
9,-6.95472,2.58127
9,-6.95355,2.59085
9,-6.93449,2.61084
9,-6.92623,2.62374
9,-6.93174,2.64025
9,-6.96003,2.66032
9,-6.97446,2.67251
9,-6.97924,2.68512
9,-6.97478,2.69867
9,-6.97223,2.70739
9,-6.97238,2.70978
9,-6.97857,2.72012
9,-6.98156,2.72452
9,-6.97959,2.72763
9,-6.97667,2.73314
9,-6.98424,2.73805
9,-7.00534,2.74255
9,-7.02162,2.74552
9,-7.03141,2.74253
9,-7.03767,2.73732
9,-7.04594,2.73258
9,-7.06205,2.72978
9,-7.09796,2.72886
9,-7.11543,2.72909
9,-7.12949,2.73083
9,-7.14596,2.73515
9,-7.1542,2.73835
9,-7.16346,2.74183
9,-7.16937,2.74323
9,-7.17879,2.74527
9,-7.18658,2.74702
9,-7.20203,2.75031
9,-7.21123,2.75236
9,-7.25018,2.75794
9,-7.25902,2.75895
9,-7.27243,2.76221
9,-7.28009,2.76461
9,-7.29106,2.76826
9,-7.29679,2.76966
9,-7.31077,2.77344
9,-7.32167,2.77433
9,-7.32367,2.77425
9,-7.32613,2.77437
9,-7.33,2.77473
9,-7.33074,2.77517
10,-6.80021,2.30653
10,-6.80023,2.30854
10,-6.79983,2.32414
10,-6.79987,2.33608
10,-6.80185,2.3609
10,-6.80215,2.36487
10,-6.8025,2.37219
10,-6.80257,2.37873
10,-6.80328,2.38932
10,-6.80437,2.40112
10,-6.80438,2.41384
10,-6.80422,2.42169
10,-6.80391,2.42794
10,-6.80379,2.43327
10,-6.80405,2.43858
10,-6.80458,2.44334
10,-6.8042,2.44931
10,-6.80328,2.45703
10,-6.80481,2.48183
10,-6.80519,2.49033
10,-6.80613,2.50561
10,-6.80681,2.51237
10,-6.80698,2.5166
10,-6.80714,2.52794
10,-6.80711,2.53068
10,-6.80786,2.53294
10,-6.80798,2.53301
10,-6.80839,2.53815
10,-6.80911,2.54039
10,-6.81528,2.54241
10,-6.81575,2.54274
10,-6.82049,2.54373
10,-6.83149,2.54559
10,-6.83622,2.54666
10,-6.83941,2.54739
10,-6.84212,2.54625
10,-6.84596,2.54749
10,-6.84807,2.54812
10,-6.8745,2.55337
10,-6.89101,2.55614
10,-6.9013,2.55739
10,-6.90613,2.55819
10,-6.91881,2.56002
10,-6.93116,2.5623
10,-6.94408,2.5647
10,-6.95409,2.56694
10,-6.95518,2.57022
10,-6.95469,2.57602
10,-6.95306,2.58719
10,-6.9489,2.59497
10,-6.93152,2.61167
10,-6.92566,2.62362
10,-6.93157,2.64093
10,-6.96213,2.6626
10,-6.97425,2.67226
10,-6.97975,2.68424
10,-6.97839,2.69139
10,-6.97373,2.6985
10,-6.97156,2.70373
10,-6.97285,2.7118
10,-6.97539,2.71597
10,-6.98068,2.72421
10,-6.97845,2.72775
10,-6.97651,2.73322
10,-6.98228,2.73664
10,-7.02053,2.74583
10,-7.02657,2.74583
10,-7.03008,2.74424
10,-7.03634,2.73881
10,-7.04612,2.73202
10,-7.06014,2.73043
10,-7.08787,2.72999
10,-7.10558,2.72909
10,-7.12324,2.72969
10,-7.13589,2.73134
10,-7.15011,2.73618
10,-7.15876,2.7396
10,-7.1783,2.7442
10,-7.19584,2.74786
10,-7.20467,2.74957
10,-7.21336,2.75164
10,-7.22158,2.75347
10,-7.2563,2.75826
10,-7.27039,2.7617
10,-7.28301,2.76497
10,-7.2868,2.76611
10,-7.2944,2.76832
10,-7.30174,2.77051
10,-7.30402,2.77098
10,-7.31112,2.7731
10,-7.32339,2.77443
10,-7.32989,2.77439
11,-6.80019,2.3082
11,-6.8012,2.34055
11,-6.80157,2.36914
11,-6.80191,2.37795
11,-6.80245,2.38609
11,-6.80286,2.40524
11,-6.80332,2.41785
11,-6.8035,2.42997
11,-6.80418,2.45368
11,-6.80413,2.45438
11,-6.80433,2.4678
11,-6.80482,2.47826
11,-6.80556,2.49323
11,-6.80606,2.50327
11,-6.80629,2.51321
11,-6.80635,2.52097
11,-6.808,2.53808
11,-6.80789,2.53881
11,-6.81014,2.54178
11,-6.83458,2.54632
11,-6.84649,2.54844
11,-6.85958,2.55018
11,-6.86018,2.55028
11,-6.87627,2.55351
11,-6.92464,2.5621
11,-6.93455,2.56393
11,-6.93638,2.56982
11,-6.93703,2.57103
11,-6.93711,2.5704
11,-6.93826,2.57066
11,-6.9399,2.57061
11,-6.93965,2.57022
11,-6.93921,2.57001
11,-6.93811,2.56953
11,-6.93804,2.56894
11,-6.94089,2.56825
11,-6.94066,2.56739
11,-6.93974,2.56588
11,-6.94108,2.56595
11,-6.94051,2.57135
11,-6.94303,2.57275
11,-6.94458,2.57192
11,-6.94501,2.57287
11,-6.94637,2.57186
11,-6.94649,2.57084
11,-6.9439,2.56945
11,-6.94343,2.56719
11,-6.94351,2.56652
11,-6.94442,2.56588
11,-6.95523,2.56815
11,-6.9556,2.57759
11,-6.95415,2.58676
11,-6.95309,2.59211
11,-6.94969,2.59739
11,-6.9389,2.60684
11,-6.93174,2.61324
11,-6.92775,2.61827
11,-6.9248,2.62578
11,-6.92554,2.63238
11,-6.92792,2.63736
11,-6.93117,2.64173
11,-6.94362,2.65138
11,-6.94873,2.65479
11,-6.96057,2.66157
11,-6.96768,2.66568
11,-6.97521,2.67297
11,-6.97914,2.68541
11,-6.97462,2.69734
11,-6.97201,2.70221
11,-6.97174,2.70873
11,-6.97877,2.72053
11,-6.98156,2.72496
11,-6.97916,2.7288
11,-6.97725,2.73414
11,-6.98606,2.73895
11,-7.00051,2.74306
11,-7.00809,2.74479
11,-7.01324,2.746
11,-7.02121,2.74747
11,-7.02682,2.74728
11,-7.02881,2.74675
11,-7.03063,2.74513
11,-7.03121,2.74386
11,-7.03155,2.74379
11,-7.03136,2.74375
11,-7.0318,2.74332
11,-7.03256,2.74316
11,-7.03318,2.74287
11,-7.03317,2.74241
11,-7.0336,2.74153
11,-7.03466,2.74074
11,-7.03607,2.74052
11,-7.0367,2.74004
11,-7.03744,2.73937
11,-7.03803,2.73966
11,-7.03908,2.73848
11,-7.04077,2.73609
11,-7.04161,2.73527
11,-7.04342,2.73413
11,-7.0441,2.73293
11,-7.04421,2.73306
11,-7.04517,2.73281
11,-7.0484,2.73223
11,-7.05484,2.73211
11,-7.06021,2.73159
11,-7.06595,2.73145
11,-7.08734,2.73057
11,-7.10186,2.73036
11,-7.11669,2.73021
11,-7.1317,2.73178
11,-7.14302,2.73471
11,-7.1587,2.74068
11,-7.1675,2.74327
11,-7.17577,2.74551
11,-7.18347,2.74772
11,-7.19827,2.75073
11,-7.22118,2.75603
11,-7.23654,2.75828
11,-7.25788,2.76068
11,-7.27098,2.76374
11,-7.29992,2.77161
11,-7.30661,2.77296
11,-7.30786,2.77301
11,-7.31324,2.77419
11,-7.32489,2.77588
11,-7.33102,2.77555
12,-6.80097,2.30601
12,-6.80115,2.3127
12,-6.80209,2.34883
12,-6.80247,2.36536
12,-6.80301,2.36808
12,-6.80321,2.37414
12,-6.80392,2.38758
12,-6.80445,2.40193
12,-6.80463,2.42294
12,-6.80459,2.4432
12,-6.80476,2.45103
12,-6.80464,2.45336
12,-6.80463,2.45432
12,-6.80519,2.47572
12,-6.80561,2.49379
12,-6.80641,2.51344
12,-6.80809,2.53741
12,-6.80747,2.53776
12,-6.80808,2.53995
12,-6.81111,2.54125
12,-6.81485,2.54219
12,-6.81872,2.54294
12,-6.82344,2.54362
12,-6.83818,2.54574
12,-6.83956,2.54594
12,-6.84055,2.54612
12,-6.84536,2.54763
12,-6.85011,2.54894
12,-6.85266,2.54951
12,-6.87061,2.55269
12,-6.88651,2.55518
12,-6.9029,2.55767
12,-6.92706,2.56136
12,-6.93688,2.56328
12,-6.95175,2.56696
12,-6.95531,2.56921
12,-6.95435,2.58078
12,-6.95284,2.59005
12,-6.94653,2.60023
12,-6.93394,2.61223
12,-6.92508,2.62597
12,-6.92772,2.63824
12,-6.93646,2.64652
12,-6.95683,2.65934
12,-6.9728,2.67092
12,-6.97738,2.67956
12,-6.97747,2.69029
12,-6.97161,2.70244
12,-6.9713,2.71084
12,-6.97681,2.71996
12,-6.97702,2.72041
12,-6.97926,2.72357
12,-6.97831,2.72866
12,-6.97658,2.73296
12,-6.98261,2.73695
12,-6.99263,2.73941
12,-7.01914,2.74562
12,-7.02764,2.746
12,-7.03795,2.7381
12,-7.04555,2.73324
12,-7.07041,2.73107
12,-7.08493,2.73063
12,-7.1029,2.72981
12,-7.11983,2.72998
12,-7.12968,2.73105
12,-7.14314,2.73365
12,-7.15428,2.73746
12,-7.16158,2.74011
12,-7.17092,2.74253
12,-7.18705,2.74577
12,-7.2112,2.75101
12,-7.24042,2.75589
12,-7.25659,2.75875
12,-7.29484,2.76915
12,-7.30125,2.77147
12,-7.30775,2.77335
12,-7.31382,2.77478
12,-7.32933,2.77534
13,-6.80027,2.30671
13,-6.80204,2.35721
13,-6.80346,2.41358
13,-6.80362,2.41634
13,-6.80432,2.44442
13,-6.8062,2.50693
13,-6.8069,2.52039
13,-6.80738,2.53735
13,-6.80782,2.53795
13,-6.80792,2.53906
13,-6.81189,2.54172
13,-6.81549,2.54278
13,-6.82714,2.54521
13,-6.83285,2.54648
13,-6.83869,2.54768
13,-6.84753,2.54979
13,-6.85058,2.54965
13,-6.85567,2.54959
13,-6.87238,2.55255
13,-6.89807,2.55664
13,-6.92139,2.56047
13,-6.93422,2.56275
13,-6.94488,2.56516
13,-6.95336,2.56691
13,-6.9545,2.57874
13,-6.95298,2.58796
13,-6.94277,2.60166
13,-6.93456,2.60932
13,-6.92588,2.62233
13,-6.92937,2.63892
13,-6.94304,2.65036
13,-6.95299,2.65668
13,-6.9621,2.66312
13,-6.97228,2.67206
13,-6.97703,2.68633
13,-6.97038,2.7038
13,-6.97931,2.72375
13,-6.97983,2.72779
13,-6.97694,2.73411
13,-6.98313,2.73771
13,-7.01379,2.7448
13,-7.0207,2.74629
13,-7.0268,2.7458
13,-7.03768,2.73709
13,-7.04399,2.73245
13,-7.05261,2.7308
13,-7.07543,2.73055
13,-7.10175,2.72984
13,-7.11437,2.72971
13,-7.13197,2.73174
13,-7.14776,2.73611
13,-7.15952,2.74009
13,-7.17409,2.74403
13,-7.19918,2.74833
13,-7.20865,2.7501
13,-7.23149,2.75399
13,-7.24464,2.75603
13,-7.25446,2.75774
13,-7.26722,2.76084
13,-7.28778,2.76654
13,-7.29759,2.76961
13,-7.31188,2.7738
13,-7.32772,2.77484
14,-6.79997,2.30602
14,-6.80116,2.34397
14,-6.8021,2.36466
14,-6.80197,2.36793
14,-6.80221,2.37497
14,-6.8026,2.38572
14,-6.80364,2.41492
14,-6.80457,2.44777
14,-6.80425,2.45264
14,-6.80459,2.46041
14,-6.8064,2.5098
14,-6.80761,2.52801
14,-6.80746,2.53514
14,-6.80725,2.5359
14,-6.81519,2.54125
14,-6.81793,2.54206
14,-6.82069,2.54278
14,-6.83792,2.54601
14,-6.84134,2.54642
14,-6.84682,2.54784
14,-6.86466,2.55124
14,-6.87054,2.55234
14,-6.88122,2.55383
14,-6.89302,2.55564
14,-6.90275,2.55743
14,-6.93554,2.56307
14,-6.94343,2.56461
14,-6.94719,2.56591
14,-6.95111,2.56637
