id,x,y
14,-6.95281,2.58628
14,-6.93706,2.60696
14,-6.9253,2.62366
14,-6.93036,2.64008
14,-6.95232,2.65644
14,-6.96366,2.66389
14,-6.97468,2.67334
14,-6.97885,2.6844
14,-6.97349,2.69834
14,-6.97087,2.70514
14,-6.97073,2.70635
14,-6.97111,2.70954
14,-6.98122,2.72486
14,-6.97911,2.72788
14,-6.9768,2.73302
14,-6.99518,2.73985
14,-7.01556,2.74432
14,-7.02328,2.7456
14,-7.02676,2.74534
14,-7.0362,2.73764
14,-7.04331,2.73279
14,-7.06613,2.73065
14,-7.09682,2.72925
14,-7.1107,2.72889
14,-7.13313,2.73183
14,-7.15626,2.73969
14,-7.17978,2.74449
14,-7.20086,2.74873
14,-7.20968,2.75082
14,-7.22698,2.75447
14,-7.25713,2.76028
14,-7.27765,2.76553
14,-7.29346,2.76941
14,-7.30025,2.77099
14,-7.31082,2.77375
14,-7.32,2.77542
14,-7.32319,2.77539
14,-7.32904,2.77466
14,-7.33042,2.7742
14,-7.33116,2.77407
15,-6.79918,2.30869
15,-6.8,2.32986
15,-6.80075,2.35496
15,-6.80072,2.3592
15,-6.80276,2.42344
15,-6.80286,2.45133
15,-6.80356,2.46703
15,-6.80375,2.47552
15,-6.805,2.51165
15,-6.80569,2.5249
15,-6.80536,2.53271
15,-6.80547,2.53547
15,-6.80618,2.53474
15,-6.80759,2.53926
15,-6.80854,2.53976
15,-6.81068,2.54009
15,-6.8189,2.54111
15,-6.82856,2.54264
15,-6.83678,2.54481
15,-6.83844,2.54606
15,-6.83542,2.54924
15,-6.84016,2.54692
15,-6.84138,2.54589
15,-6.84468,2.54651
15,-6.8608,2.54984
15,-6.87169,2.55194
15,-6.90493,2.55729
15,-6.91332,2.55861
15,-6.92654,2.56059
15,-6.95467,2.56659
15,-6.95544,2.56797
15,-6.95397,2.58572
15,-6.95082,2.59427
15,-6.93987,2.60496
15,-6.93209,2.61187
15,-6.92585,2.62537
15,-6.93179,2.64011
15,-6.94314,2.64976
15,-6.96398,2.66358
15,-6.97402,2.67213
15,-6.97901,2.68501
15,-6.97143,2.70182
15,-6.97079,2.7098
15,-6.98018,2.7241
15,-6.97963,2.72829
15,-6.97697,2.7326
15,-6.98116,2.73762
15,-7.02003,2.74698
15,-7.0273,2.74679
15,-7.03697,2.73916
15,-7.04989,2.73291
15,-7.06599,2.73058
15,-7.10689,2.72974
15,-7.11916,2.73002
15,-7.13223,2.73153
15,-7.15312,2.73901
15,-7.16,2.74136
15,-7.1799,2.74566
15,-7.19479,2.74794
15,-7.20433,2.74973
15,-7.21412,2.75166
15,-7.23899,2.75549
15,-7.25566,2.75772
15,-7.27319,2.76205
15,-7.29281,2.76773
15,-7.29906,2.76961
15,-7.31271,2.77384
15,-7.3189,2.77509
15,-7.32161,2.77513
15,-7.32449,2.77503
15,-7.32911,2.77473
16,-6.80072,2.30831
16,-6.80092,2.31248
16,-6.80178,2.35622
16,-6.80246,2.37853
16,-6.8034,2.41334
16,-6.80414,2.44985
16,-6.80447,2.45872
16,-6.80444,2.47462
16,-6.80515,2.4921
16,-6.80574,2.50148
16,-6.80617,2.51278
16,-6.80758,2.53676
16,-6.8075,2.53852
16,-6.80758,2.53814
16,-6.80894,2.54063
16,-6.82086,2.54305
16,-6.82243,2.54343
16,-6.82934,2.54486
16,-6.83305,2.54569
16,-6.83546,2.54638
16,-6.83722,2.54617
16,-6.83948,2.54477
16,-6.84717,2.54629
16,-6.85419,2.54892
16,-6.85697,2.55052
16,-6.86528,2.55198
16,-6.87387,2.55357
16,-6.88237,2.55501
16,-6.90049,2.55784
16,-6.92343,2.56149
16,-6.93523,2.56359
16,-6.9557,2.56819
16,-6.95552,2.57854
16,-6.95334,2.58908
16,-6.93934,2.60541
16,-6.92575,2.62293
16,-6.93168,2.64062
16,-6.94544,2.65115
16,-6.95805,2.65917
16,-6.97034,2.66795
16,-6.97759,2.67857
16,-6.97456,2.69657
16,-6.97093,2.70659
16,-6.97128,2.71019
16,-6.98118,2.72528
16,-6.97925,2.72796
16,-6.97651,2.7327
16,-6.99302,2.74001
16,-7.01866,2.74599
16,-7.02595,2.74652
16,-7.0377,2.73807
16,-7.04585,2.73241
16,-7.06636,2.72998
16,-7.08038,2.72957
16,-7.11184,2.72896
16,-7.13287,2.73153
16,-7.14483,2.73488
16,-7.15935,2.74093
16,-7.17425,2.74483
16,-7.1897,2.74812
16,-7.20777,2.75161
16,-7.22513,2.75454
16,-7.2541,2.75809
16,-7.28001,2.76419
16,-7.29084,2.76715
16,-7.29717,2.76928
16,-7.29874,2.76984
16,-7.30463,2.77165
16,-7.31072,2.77325
16,-7.31871,2.77456
16,-7.32316,2.77461
16,-7.32534,2.77428
16,-7.32947,2.77429
17,-6.79992,2.30982
17,-6.8005,2.329
17,-6.80138,2.35474
17,-6.80183,2.36658
17,-6.80273,2.39708
17,-6.8043,2.43519
17,-6.80463,2.45044
17,-6.80471,2.45193
17,-6.8044,2.45263
17,-6.80489,2.46413
17,-6.80613,2.50335
17,-6.80659,2.51565
17,-6.80832,2.53704
17,-6.80753,2.53767
17,-6.80719,2.53832
17,-6.8251,2.54486
17,-6.83883,2.54786
17,-6.85549,2.55075
17,-6.85865,2.55073
17,-6.8604,2.55102
17,-6.86129,2.55124
17,-6.87414,2.55346
17,-6.881,2.5548
17,-6.89797,2.55688
17,-6.91277,2.55899
17,-6.9263,2.56064
17,-6.93784,2.5624
17,-6.95447,2.56678
17,-6.95568,2.57312
17,-6.95315,2.58673
17,-6.93254,2.61046
17,-6.92598,2.62021
17,-6.92675,2.63208
17,-6.94285,2.64919
17,-6.95446,2.65828
17,-6.96588,2.66701
17,-6.97472,2.67519
17,-6.97342,2.70178
17,-6.98044,2.72469
17,-6.9803,2.72802
17,-6.9762,2.73219
17,-6.99446,2.74155
17,-7.01247,2.74564
17,-7.02182,2.74738
17,-7.03484,2.74109
17,-7.04373,2.73465
17,-7.05381,2.7316
17,-7.06537,2.73095
17,-7.08033,2.73064
17,-7.09339,2.73018
17,-7.11737,2.73016
17,-7.13174,2.73146
17,-7.14926,2.73656
17,-7.16828,2.74241
17,-7.19473,2.74709
17,-7.21045,2.74996
17,-7.22906,2.75249
17,-7.24288,2.75459
17,-7.25149,2.75601
17,-7.25952,2.75716
17,-7.27061,2.75942
17,-7.29168,2.76545
17,-7.29959,2.76844
17,-7.31318,2.77392
17,-7.32237,2.77564
17,-7.32506,2.77617
17,-7.32694,2.77622
17,-7.32974,2.77628
17,-7.33137,2.77481
18,-6.80009,2.30603
18,-6.80146,2.3492
18,-6.80165,2.35863
18,-6.80189,2.36882
18,-6.80238,2.38686
18,-6.80404,2.4503
18,-6.80369,2.452
18,-6.80418,2.46319
18,-6.80468,2.4824
18,-6.80548,2.50521
18,-6.8063,2.5205
18,-6.80717,2.53655
18,-6.80957,2.54092
18,-6.81532,2.54204
18,-6.82804,2.54442
18,-6.83185,2.54525
18,-6.83445,2.54577
18,-6.83463,2.5448
18,-6.8358,2.54506
18,-6.83798,2.54627
18,-6.85054,2.54956
18,-6.87495,2.55404
18,-6.88779,2.5559
18,-6.90159,2.55789
18,-6.90182,2.55807
18,-6.91421,2.55965
18,-6.92951,2.56231
18,-6.94062,2.56465
18,-6.94413,2.56501
18,-6.95464,2.56707
18,-6.95551,2.571
18,-6.95308,2.58615
18,-6.93392,2.60939
18,-6.92576,2.61934
18,-6.928,2.63745
18,-6.96333,2.66407
18,-6.97364,2.67252
18,-6.97838,2.68467
18,-6.97209,2.69984
18,-6.98038,2.72403
18,-6.98029,2.7279
18,-6.97643,2.73263
18,-6.98087,2.7368
18,-6.99018,2.73902
18,-7.00226,2.74158
18,-7.01771,2.7455
18,-7.02777,2.746
18,-7.03881,2.73851
18,-7.04743,2.73334
18,-7.08631,2.73011
18,-7.11389,2.72945
18,-7.1354,2.73206
18,-7.15003,2.73687
18,-7.15851,2.74006
18,-7.17092,2.7438
18,-7.18431,2.74658
18,-7.20533,2.75041
18,-7.23519,2.7548
18,-7.25458,2.75768
18,-7.26496,2.75989
18,-7.27234,2.76189
18,-7.28366,2.76502
18,-7.28963,2.76638
18,-7.3044,2.77139
18,-7.31036,2.77315
18,-7.31828,2.77458
18,-7.32707,2.77465
19,-6.80084,2.30859
19,-6.80143,2.33689
19,-6.80193,2.35258
19,-6.80262,2.37907
19,-6.80406,2.4306
19,-6.80448,2.44955
19,-6.80491,2.46067
19,-6.80618,2.50496
19,-6.80653,2.51356
19,-6.80734,2.52882
19,-6.80729,2.53328
19,-6.80738,2.53419
19,-6.80748,2.53591
19,-6.81513,2.54216
19,-6.83545,2.54594
19,-6.83121,2.54534
19,-6.83943,2.54648
19,-6.84859,2.54809
19,-6.8643,2.55024
19,-6.87869,2.55312
19,-6.89841,2.5566
19,-6.91171,2.55965
19,-6.91589,2.56035
19,-6.93192,2.56313
19,-6.93448,2.56379
19,-6.94072,2.56506
19,-6.95329,2.5676
19,-6.95444,2.57836
19,-6.95254,2.58932
19,-6.93621,2.60737
19,-6.92858,2.61544
19,-6.92509,2.62318
19,-6.93072,2.64024
19,-6.94107,2.64885
19,-6.96418,2.66411
19,-6.97371,2.67196
19,-6.97798,2.6815
19,-6.97172,2.70184
19,-6.98065,2.72361
19,-6.97975,2.72739
19,-6.97678,2.7331
19,-6.984,2.73735
19,-7.01198,2.74396
19,-7.02121,2.74589
19,-7.03553,2.73908
19,-7.04716,2.73154
19,-7.05642,2.72982
19,-7.06728,2.72894
19,-7.11448,2.72921
19,-7.13598,2.73259
19,-7.14544,2.73599
19,-7.15385,2.73908
19,-7.16021,2.74174
19,-7.17205,2.74428
19,-7.18224,2.74576
19,-7.20325,2.74942
19,-7.21352,2.75103
19,-7.2263,2.75295
19,-7.25599,2.75689
19,-7.27451,2.76169
19,-7.28881,2.76599
19,-7.31091,2.77275
19,-7.31784,2.77441
19,-7.32885,2.77523
20,-6.79997,2.30778
20,-6.80023,2.31539
20,-6.80156,2.33355
20,-6.80245,2.35339
20,-6.80307,2.37154
20,-6.80363,2.39061
20,-6.80367,2.41695
20,-6.80428,2.44527
20,-6.80491,2.46285
20,-6.80576,2.48044
20,-6.80638,2.5054
20,-6.80683,2.51477
20,-6.80809,2.53575
20,-6.80778,2.53562
20,-6.80735,2.53665
20,-6.80843,2.54038
20,-6.81987,2.54305
20,-6.8324,2.54473
20,-6.83727,2.54517
20,-6.84066,2.54594
20,-6.84375,2.54729
20,-6.86989,2.55296
20,-6.90128,2.55814
20,-6.92766,2.56244
20,-6.95251,2.56679
20,-6.95406,2.58671
20,-6.93883,2.60695
20,-6.92704,2.62186
20,-6.92815,2.63635
20,-6.96098,2.664
20,-6.9728,2.67181
20,-6.97934,2.68435
20,-6.97282,2.70513
20,-6.98133,2.7252
20,-6.97892,2.72952
20,-6.97668,2.73425
20,-6.98551,2.73918
20,-6.99914,2.74211
20,-7.01916,2.74629
20,-7.02504,2.74634
20,-7.03538,2.73903
20,-7.04514,2.73308
20,-7.05908,2.73114
20,-7.07625,2.73016
20,-7.09562,2.72955
20,-7.11065,2.72936
20,-7.13331,2.73259
20,-7.14635,2.73659
20,-7.15625,2.73997
20,-7.18188,2.746
20,-7.20254,2.74961
20,-7.2102,2.75068
20,-7.21848,2.75185
20,-7.2304,2.75402
20,-7.2534,2.75756
20,-7.26181,2.75886
20,-7.2721,2.76115
20,-7.28033,2.76329
20,-7.29073,2.7668
20,-7.30586,2.77178
20,-7.31256,2.77388
20,-7.32828,2.77428
20,-7.33048,2.7744
21,-6.80269,2.30891
21,-6.83903,2.30669
21,-6.88585,2.30702
21,-6.91888,2.30662
21,-6.96853,2.30665
21,-7.00078,2.41709
21,-7.00216,2.44272
21,-7.00297,2.44767
21,-7.00409,2.4627
21,-7.00467,2.49026
21,-7.00488,2.51627
21,-7.00453,2.51989
21,-7.00622,2.53707
21,-7.00764,2.56582
21,-7.00504,2.58046
21,-7.00991,2.58198
21,-7.03083,2.58536
21,-7.0795,2.59135
21,-7.11387,2.59698
21,-7.14182,2.61288
21,-7.15709,2.62394
21,-7.19407,2.65385
21,-7.22593,2.68142
21,-7.26714,2.71073
21,-7.33289,2.76977
22,-6.80188,2.30737
22,-6.833,2.30714
22,-6.89886,2.30588
22,-6.93006,2.30251
22,-6.96686,2.30411
22,-6.98214,2.30428
22,-6.99005,2.30443
22,-6.99429,2.3042
22,-6.99776,2.32028
22,-6.99857,2.33849
22,-6.99919,2.3581
22,-6.99968,2.36947
22,-6.99982,2.38409
22,-6.99997,2.40604
22,-7.00054,2.42257
22,-7.00097,2.44667
22,-7.00195,2.48259
22,-7.00278,2.50213
22,-7.00287,2.51543
22,-7.00288,2.51995
22,-7.00276,2.52036
22,-7.00211,2.52249
22,-7.00255,2.52586
22,-7.00411,2.56688
22,-7.00421,2.57165
22,-7.00384,2.57215
22,-7.0038,2.57528
22,-7.00779,2.57813
22,-7.02339,2.5816
22,-7.09085,2.59106
22,-7.11111,2.59487
22,-7.1313,2.60733
22,-7.16899,2.63687
22,-7.18601,2.65038
22,-7.21317,2.67155
22,-7.22969,2.68409
22,-7.25108,2.70128
22,-7.28149,2.7255
22,-7.2991,2.73896
22,-7.3062,2.74459
22,-7.31306,2.75077
22,-7.3199,2.75632
22,-7.32081,2.75715
22,-7.32639,2.76136
22,-7.33233,2.76896
23,-6.80211,2.30613
23,-6.83736,2.30658
23,-6.88894,2.30629
23,-6.90304,2.3059
23,-6.92816,2.30279
23,-6.96679,2.30429
23,-6.99526,2.30451
23,-6.99791,2.31614
23,-6.99825,2.32674
23,-6.99889,2.33759
23,-7.00009,2.36689
23,-7.0006,2.41878
23,-7.00113,2.44796
23,-7.00186,2.47305
23,-7.00253,2.49636
23,-7.00266,2.51628
23,-7.00164,2.52351
23,-7.00217,2.52599
23,-7.00298,2.53476
23,-7.00333,2.54274
23,-7.00395,2.55547
23,-7.00459,2.56547
23,-7.00483,2.57514
23,-7.01443,2.57998
23,-7.03221,2.58289
23,-7.07523,2.5886
23,-7.10114,2.59276
23,-7.11231,2.59532
23,-7.12338,2.60188
23,-7.13723,2.61292
23,-7.16741,2.63721
23,-7.18165,2.64814
23,-7.20625,2.66662
23,-7.22119,2.67861
23,-7.23939,2.69288
23,-7.26171,2.71041
23,-7.27114,2.71796
23,-7.28305,2.72725
23,-7.2909,2.73357
23,-7.3047,2.74473
23,-7.30959,2.74892
23,-7.30991,2.74939
23,-7.32197,2.7582
23,-7.33192,2.77099
24,-6.80031,2.30702
24,-6.80279,2.30806
24,-6.83798,2.30722
24,-6.89683,2.30621
24,-6.93322,2.30241
24,-6.96628,2.30457
24,-6.9932,2.30496
24,-6.99749,2.32691
24,-6.99835,2.33903
24,-6.99998,2.3794
24,-7.00017,2.3964
24,-7.00062,2.41935
24,-7.00087,2.43361
24,-7.00109,2.44112
24,-7.00176,2.46381
24,-7.00262,2.49262
24,-7.00299,2.51673
24,-7.00215,2.52294
24,-7.00302,2.53044
24,-7.00435,2.56623
24,-7.00371,2.56791
24,-7.00333,2.56904
24,-7.00372,2.5748
24,-7.02303,2.58186
24,-7.04127,2.58479
24,-7.06763,2.58826
24,-7.08189,2.58997
24,-7.09296,2.59149
24,-7.10225,2.59322
24,-7.11674,2.59771
24,-7.13918,2.61393
24,-7.16389,2.63342
24,-7.22016,2.67739
24,-7.2471,2.69854
24,-7.27163,2.71735
24,-7.3032,2.74262
24,-7.31713,2.75427
24,-7.31976,2.75637
24,-7.32658,2.76133
24,-7.33272,2.76964
25,-6.80068,2.30663
25,-6.80251,2.30806
25,-6.84305,2.30725
25,-6.88534,2.30666
25,-6.90184,2.30629
25,-6.92538,2.30351
25,-6.95882,2.30378
25,-6.995,2.30456
25,-6.99668,2.31135
25,-6.99865,2.34288
25,-6.99954,2.3771
25,-6.99995,2.38249
25,-7.00037,2.42145
25,-7.00087,2.44264
25,-7.0008,2.44629
25,-7.00209,2.4934
25,-7.00222,2.50744
25,-7.0022,2.52014
25,-7.00223,2.52639
25,-7.00293,2.53824
25,-7.00412,2.56661
25,-7.00402,2.56723
25,-7.00426,2.5687
25,-7.00439,2.57452
25,-7.02399,2.58184
25,-7.03808,2.58423
25,-7.06983,2.58858
25,-7.09187,2.59136
25,-7.10085,2.59294
25,-7.11218,2.59574
25,-7.13112,2.60838
25,-7.14106,2.61625
25,-7.16248,2.63308
25,-7.19648,2.65918
25,-7.22051,2.67776
25,-7.24735,2.69896
25,-7.2695,2.71597
25,-7.30407,2.74371
25,-7.30709,2.7462
25,-7.31578,2.75401
25,-7.31722,2.75452
25,-7.32712,2.76187
25,-7.33216,2.76868
26,-6.80039,2.30785
26,-6.80268,2.30896
26,-6.83653,2.30808
26,-6.88875,2.30692
26,-6.90557,2.30641
26,-6.92996,2.30291
26,-6.96519,2.30479
26,-6.99385,2.30519
26,-6.99798,2.33538
26,-6.99839,2.3462
26,-6.99922,2.37384
26,-6.9994,2.39749
26,-6.99939,2.41923
26,-6.99954,2.4321
26,-6.99974,2.44615
26,-7.00014,2.44724
26,-7.0007,2.46747
26,-7.00091,2.48154
26,-7.00158,2.51422
26,-7.00159,2.52314
26,-7.00138,2.52401
26,-7.00217,2.52639
26,-7.00249,2.5404
26,-7.00226,2.54854
26,-7.00306,2.56567
26,-7.00367,2.57354
26,-7.0035,2.57639
26,-7.02183,2.58235
26,-7.07038,2.58924
26,-7.08965,2.59144
26,-7.10055,2.59333
26,-7.11337,2.59673
26,-7.12691,2.60523
26,-7.21342,2.67241
26,-7.25014,2.7011
26,-7.27878,2.72341
26,-7.31056,2.74878
26,-7.3205,2.75696
26,-7.32262,2.75868
26,-7.32741,2.76226
26,-7.33264,2.77158
27,-6.80163,2.30736
27,-6.83283,2.30722
27,-6.87292,2.30658
27,-6.89697,2.30613
27,-6.91843,2.30449
27,-6.93383,2.3022
27,-6.96172,2.30389
27,-6.99272,2.30449
27,-6.99728,2.32501
27,-6.99804,2.34011
27,-6.99805,2.34863
27,-6.99926,2.41175
27,-6.99924,2.42142
27,-6.99922,2.43266
27,-7.00058,2.48664
27,-7.00091,2.51544
27,-7.00069,2.5213
27,-7.00194,2.52676
27,-7.00233,2.53571
27,-7.0027,2.55316
27,-7.00365,2.57166
27,-7.00399,2.57288
27,-7.00421,2.57472
27,-7.02278,2.58148
27,-7.04125,2.58437
27,-7.06117,2.58687
27,-7.08186,2.58959
27,-7.08564,2.58995
27,-7.089,2.59035
27,-7.10489,2.5931
27,-7.11472,2.59592
27,-7.12418,2.60123
27,-7.14316,2.61623
27,-7.20796,2.66731
27,-7.22884,2.68393
27,-7.29631,2.73688
27,-7.30705,2.74532
27,-7.3123,2.74982
27,-7.32757,2.76164
27,-7.33212,2.76691
28,-6.80166,2.30742
28,-6.83739,2.30693
28,-6.89384,2.30598
28,-6.92749,2.30277
28,-6.96594,2.30438
28,-6.99547,2.30473
28,-6.99748,2.32468
28,-6.99806,2.33614
28,-6.9996,2.37454
28,-7.00067,2.43499
28,-7.00118,2.44858
28,-7.00095,2.44855
28,-7.00186,2.47704
28,-7.00234,2.49909
28,-7.00251,2.51338
28,-7.00154,2.52365
28,-7.00213,2.52571
28,-7.00291,2.53054
28,-7.00438,2.57278
28,-7.00447,2.57493
28,-7.00463,2.57594
28,-7.00598,2.57793
28,-7.02711,2.58245
28,-7.0391,2.58447
28,-7.07478,2.58943
28,-7.07791,2.58964
28,-7.09304,2.59157
28,-7.10305,2.59329
28,-7.11177,2.59552
28,-7.12232,2.601
28,-7.16462,2.63411
28,-7.19039,2.65415
28,-7.2172,2.67533
28,-7.24803,2.69985
28,-7.25998,2.70916
28,-7.29218,2.73468
28,-7.30028,2.74109
28,-7.31154,2.75072
28,-7.31885,2.75647
28,-7.32128,2.75786
28,-7.32718,2.76192
28,-7.33264,2.76973
29,-6.8016,2.30758
29,-6.80414,2.30886
29,-6.84757,2.30741
29,-6.90296,2.30622
29,-6.92514,2.30373
29,-6.96806,2.3048
29,-6.9943,2.30484
29,-6.99758,2.31456
29,-6.99792,2.32435
29,-6.99871,2.33898
29,-6.99966,2.37333
29,-7.00037,2.42177
29,-7.001,2.44504
29,-7.00107,2.44524
29,-7.00109,2.45084
29,-7.00157,2.47041
29,-7.00192,2.48704
29,-7.00209,2.5142
29,-7.00171,2.52117
29,-7.00184,2.52532
29,-7.00292,2.5306
29,-7.00353,2.54799
29,-7.00438,2.57571
29,-7.00545,2.578
29,-7.02117,2.58149
29,-7.0335,2.58366
29,-7.09431,2.59217
29,-7.10311,2.59368
29,-7.11616,2.59748
29,-7.12389,2.60225
29,-7.15543,2.62679
29,-7.16464,2.63392
29,-7.18599,2.65102
29,-7.19747,2.65996
29,-7.21992,2.67762
29,-7.24964,2.70182
29,-7.26036,2.71014
29,-7.27212,2.71924
29,-7.27981,2.72492
29,-7.28951,2.73266
29,-7.30606,2.7454
29,-7.31323,2.75102
29,-7.31971,2.75601
29,-7.32326,2.75859
29,-7.32708,2.76119
29,-7.33335,2.77245
30,-6.80124,2.30594
30,-6.80362,2.30782
30,-6.84387,2.30678
30,-6.89149,2.30622
30,-6.90804,2.3058
30,-6.93037,2.30263
30,-6.96449,2.30446
30,-6.99348,2.30478
30,-6.99534,2.30483
30,-6.9974,2.31219
30,-6.99858,2.33519
30,-6.99922,2.35215
30,-6.99966,2.36153
30,-7.0001,2.38795
30,-7.00014,2.41145
30,-7.00058,2.43592
30,-7.00069,2.44856
30,-7.00223,2.49697
30,-7.00249,2.51542
30,-7.00151,2.5225
30,-7.00234,2.52627
30,-7.00351,2.54291
30,-7.00432,2.56811
30,-7.00446,2.57413
30,-7.01575,2.58044
30,-7.03206,2.58358
30,-7.07538,2.58931
30,-7.08394,2.59036
30,-7.08658,2.59033
30,-7.091,2.59082
30,-7.10519,2.5933
30,-7.11514,2.59638
30,-7.12974,2.60619
30,-7.16268,2.63251
30,-7.20423,2.6651
30,-7.21244,2.67173
30,-7.24656,2.69917
30,-7.27086,2.71814
30,-7.30374,2.74389
30,-7.30871,2.74764
30,-7.3118,2.75006
30,-7.32428,2.75946
30,-7.3306,2.76439
30,-7.33295,2.76952
30,-7.33311,2.77154
30,-7.33299,2.77252
31,-6.80181,2.30731
31,-6.84015,2.30694
31,-6.90104,2.30583
31,-6.92912,2.30252
31,-6.96814,2.30428
31,-6.99523,2.30436
31,-6.99737,2.32013
31,-6.99838,2.33872
31,-6.99891,2.35188
31,-6.99974,2.37329
31,-6.99988,2.39574
31,-7.00032,2.42177
31,-7.00081,2.43776
31,-7.00099,2.44578
31,-7.0008,2.44865
31,-7.00187,2.47825
31,-7.00274,2.50748
31,-7.00279,2.51969
31,-7.00149,2.52355
31,-7.00183,2.52591
31,-7.00273,2.53329
31,-7.0039,2.55833
31,-7.00449,2.56901
31,-7.00472,2.57156
31,-7.00486,2.57554
31,-7.00917,2.57913
31,-7.02354,2.58231
31,-7.04233,2.58525
31,-7.07818,2.59011
31,-7.0868,2.59075
31,-7.09403,2.59139
31,-7.10397,2.59294
31,-7.11364,2.5958
31,-7.1614,2.63123
31,-7.17027,2.63836
31,-7.18334,2.64832
31,-7.20124,2.66271
31,-7.22511,2.68164
31,-7.24825,2.69995
31,-7.26848,2.71584
31,-7.30016,2.74113
31,-7.30886,2.7479
31,-7.3149,2.7517
31,-7.32417,2.75891
31,-7.33054,2.76384
31,-7.33271,2.77237
32,-6.80154,2.30727
32,-6.80363,2.30777
32,-6.84305,2.30679
32,-6.90049,2.30589
32,-6.91128,2.30537
32,-6.92947,2.30247
32,-6.93994,2.30179
32,-6.96782,2.30426
32,-6.97634,2.30466
32,-6.98713,2.30443
32,-6.99515,2.30446
32,-6.99675,2.31439
32,-6.99708,2.3235
32,-6.99813,2.34196
32,-6.99846,2.35645
32,-6.99888,2.36649
32,-6.99873,2.37271
32,-6.99875,2.38191
32,-6.99849,2.39222
32,-6.99834,2.4032
32,-6.99905,2.42055
32,-6.99957,2.44159
32,-6.99975,2.44916
32,-7.00033,2.45697
32,-7.00105,2.47831
32,-7.00114,2.49281
32,-7.00176,2.51572
32,-7.00157,2.52064
32,-7.00054,2.5236
32,-7.00208,2.52682
32,-7.00249,2.52995
32,-7.0027,2.5391
32,-7.00348,2.55281
32,-7.00349,2.56074
32,-7.00476,2.56349
32,-7.00445,2.5639
32,-7.00432,2.56484
32,-7.00419,2.56545
32,-7.00391,2.56624
32,-7.0044,2.56816
32,-7.00442,2.56928
32,-7.00361,2.56908
32,-7.00372,2.5693
32,-7.00386,2.57105
32,-7.00375,2.57398
32,-7.00418,2.57518
32,-7.00414,2.57599
32,-7.00528,2.57747
32,-7.0191,2.58079
32,-7.03704,2.58374
32,-7.05258,2.58558
32,-7.06297,2.58711
32,-7.07325,2.58934
32,-7.08636,2.59143
32,-7.09121,2.59222
32,-7.10149,2.59346
32,-7.1083,2.59491
32,-7.11873,2.59928
32,-7.12748,2.6049
32,-7.18198,2.64703
32,-7.21092,2.66952
32,-7.24069,2.6932
32,-7.3033,2.74224
32,-7.3179,2.75394
32,-7.32653,2.76042
32,-7.33184,2.76494
32,-7.3335,2.77254
33,-6.80096,2.30636
33,-6.80243,2.30753
33,-6.84571,2.30671
33,-6.89522,2.30587
33,-6.9061,2.30554
33,-6.91762,2.30436
33,-6.93205,2.30219
33,-6.94471,2.30204
33,-6.96419,2.30401
33,-6.99487,2.30451
33,-6.99757,2.32414
33,-6.99856,2.34279
33,-6.99952,2.3829
33,-6.99968,2.39872
33,-7.00066,2.44087
33,-7.00066,2.44626
33,-7.00056,2.44832
33,-7.00081,2.45613
33,-7.00208,2.51254
33,-7.00124,2.52376
33,-7.0019,2.52609
33,-7.00435,2.57049
33,-7.00439,2.57544
33,-7.00699,2.57806
33,-7.02374,2.58182
33,-7.0372,2.58399
33,-7.09059,2.59127
33,-7.09973,2.59266
33,-7.11259,2.59574
33,-7.12281,2.60113
33,-7.19468,2.65683
33,-7.2094,2.66837
33,-7.23076,2.68551
33,-7.26888,2.71547
33,-7.28072,2.72503
33,-7.30048,2.74048
33,-7.31316,2.75064
33,-7.32352,2.75862
33,-7.33323,2.76964
34,-6.80048,2.30678
34,-6.80267,2.30802
34,-6.84174,2.30714
34,-6.89777,2.30614
34,-6.92919,2.30281
34,-6.96251,2.30417
34,-6.99402,2.30478
34,-6.99797,2.33604
34,-6.99897,2.35988
34,-7.00013,2.4332
34,-7.00069,2.4478
34,-7.00101,2.46515
34,-7.00198,2.49571
34,-7.00231,2.51756
34,-7.00149,2.52358
34,-7.00179,2.52572
34,-7.00356,2.55111
34,-7.00439,2.57131
34,-7.0043,2.57531
34,-7.00422,2.57596
34,-7.02119,2.58139
34,-7.03749,2.58411
34,-7.07482,2.58925
34,-7.0906,2.59121
34,-7.10333,2.59329
34,-7.11284,2.59573
34,-7.20518,2.66609
34,-7.24512,2.69739
34,-7.26422,2.71251
34,-7.28083,2.72591
34,-7.30373,2.74394
34,-7.31388,2.75217
34,-7.31966,2.75676
34,-7.32258,2.75871
34,-7.32622,2.76116
34,-7.3326,2.76989
35,-6.80183,2.30682
35,-6.83903,2.30657
35,-6.90066,2.30558
35,-6.93242,2.30192
35,-6.96227,2.30367
35,-6.99476,2.30432
35,-6.99695,2.31979
35,-6.9981,2.33999
35,-6.99919,2.36868
35,-6.99974,2.40559
35,-7.00075,2.45894
35,-7.00194,2.50359
35,-7.00227,2.51234
35,-7.00187,2.52142
35,-7.00203,2.52567
35,-7.0026,2.53747
35,-7.00382,2.56968
35,-7.00445,2.57329
35,-7.00421,2.5752
35,-7.01249,2.57926
35,-7.02246,2.58123
35,-7.04315,2.58449
35,-7.09211,2.59112
35,-7.10509,2.59336
35,-7.11643,2.597
35,-7.14029,2.61413
35,-7.15353,2.62461
35,-7.17385,2.64044
35,-7.18222,2.64712
35,-7.20175,2.66249
35,-7.24633,2.69754
